[0][0]4,79701955417476
[0][1]8,08972706929195
[0][2]13,6513765444899
[0][3]11,8975418017341
[0][4]13,6177465989126
[0][5]14,3718018850241
[0][6]7,15614534064133
[0][7]6,48237137644509
[0][8]3,53476385539996
[0][9]5,31224045689259
[0][10]6,18567261503394
[0][11]2,86343961669524
[0][12]3,40974742701308
[0][13]6,62891907985624
[0][14]5,8382026668359
[0][15]9,94587260453705
[0][16]16,4048858250999
[0][17]3,32758754535413
[0][18]-1,27770489594816
[0][19]1,51714127475116
[0][20]15,5077477921395
[0][21]17,4045769507172
[0][22]18,9538109874351
[0][23]19,8270081489422
[0][24]19,6965821130798
[0][25]18,4893363772051
[0][26]17,4540750096818
[0][27]16,214692586718
[0][28]15,0140490938617
[0][29]13,1580597142768
[0][30]12,6903738376846
[0][31]14,8703790478273
[0][32]12,5858096024133
[0][33]12,1814761893839
[0][34]11,6851972259636
[0][35]13,7680453509645
[0][36]11,2726917559803
[0][37]12,8301989562009
[0][38]12,9979100269278
[0][39]11,4772264193404
[0][40]11,0773042952031
[0][41]7,5445569997503
[0][42]8,51602988354639
[0][43]11,6511175290813
[0][44]9,44340580911364
[0][45]5,2006687398623
[0][46]7,28348000560373
[0][47]10,3519624439071
[0][48]13,5714741877695
[0][49]9,69399143132926
[0][50]8,57252754895312
[1][0]-7,79283015341637
[1][1]-2,08358885119503
[1][2]-3,87269585942586
[1][3]-3,61199789868684
[1][4]-4,74675815294313
[1][5]-5,07334009964395
[1][6]-5,31679670681186
[1][7]-3,7823809367167
[1][8]-5,17231192495828
[1][9]-5,76412368943712
[1][10]-4,24842360446079
[1][11]-4,54375410396996
[1][12]-5,60042523594553
[1][13]-4,62210197258264
[1][14]-3,60834490122463
[1][15]-7,18477269362818
[1][16]-5,41104131850127
[1][17]-13,9947905376043
[1][18]-16,2096600348185
[1][19]-11,4494150343917
[1][20]-5,98151434113899
[1][21]-4,63289055277083
[1][22]-3,29765196876408
[1][23]-2,53598918408907
[1][24]-2,495656477288
[1][25]-3,15490983751022
[1][26]-2,650218766389
[1][27]-2,31618761308044
[1][28]-1,83628945869306
[1][29]-0,406135355598456
[1][30]0,00371456526492953
[1][31]1,53175518079011
[1][32]2,73282057305818
[1][33]0,533332954931963
[1][34]0,740325401388542
[1][35]2,45215750106456
[1][36]0,834481683061169
[1][37]1,7418690329636
[1][38]2,83102592191839
[1][39]1,8182123335086
[1][40]2,06116418040688
[1][41]1,73141635026553
[1][42]0,950132683376921
[1][43]-0,917619990784205
[1][44]-0,175149552475096
[1][45]-1,89815981628626
[1][46]-0,492651549631805
[1][47]0,102746097994483
[1][48]-0,12146405258698
[1][49]1,2771921603111
[1][50]1,66245300708428
[2][0]-2,97876051899968
[2][1]5,87408405230836
[2][2]2,96506946671156
[2][3]4,40564478249707
[2][4]2,03418482814264
[2][5]1,32104631028225
[2][6]2,82620408021635
[2][7]4,34797020365128
[2][8]2,66266638531105
[2][9]1,60866530445459
[2][10]3,19028401729297
[2][11]2,86821112519919
[2][12]2,22183972311486
[2][13]3,0917783844021
[2][14]3,65490830174282
[2][15]0,0592352651777741
[2][16]0,619871544240297
[2][17]-1,54179469847635
[2][18]-2,91014203792966
[2][19]1,35783236546044
[2][20]1,39297677256395
[2][21]1,09666923185045
[2][22]0,0524687266907833
[2][23]0,877340013201923
[2][24]1,64139217133185
[2][25]1,53662270585523
[2][26]1,75411757489677
[2][27]2,27099387690798
[2][28]3,46065840209432
[2][29]3,9961577997563
[2][30]4,37899733964499
[2][31]4,8872669277683
[2][32]5,41078815959127
[2][33]6,67221338370564
[2][34]7,1862183668817
[2][35]8,08644908798004
[2][36]7,62071656352762
[2][37]6,79304330885215
[2][38]7,70756399378899
[2][39]5,41361514904221
[2][40]7,56638365368328
[2][41]7,88284696287528
[2][42]7,00229390594148
[2][43]6,21339660545293
[2][44]4,36387939823537
[2][45]5,70058782882682
[2][46]5,48636979783611
[2][47]4,03088679602347
[2][48]3,02169648732083
[2][49]4,92708960395698
[2][50]6,34870695338952
[3][0]-11,24524111341
[3][1]-3,72761717914286
[3][2]0,0829396184810012
[3][3]-2,23682785583504
[3][4]-1,54569075289033
[3][5]-0,765831849494172
[3][6]-4,08661580125713
[3][7]-4,34855993184927
[3][8]-7,02271870440909
[3][9]-6,71212557559392
[3][10]-6,85991546966884
[3][11]-8,17660393430386
[3][12]-8,2994311197853
[3][13]-7,18543648332698
[3][14]-8,32394349805929
[3][15]-5,30127602018278
[3][16]-1,1032087810423
[3][17]1,97294929450474
[3][18]-1,26041243323388
[3][19]-1,57754594127536
[3][20]1,11029364403624
[3][21]-1,30170528903288
[3][22]-3,07388699548445
[3][23]-4,07194851060283
[3][24]-3,77443409172627
[3][25]-2,60557201124941
[3][26]-5,65752932583784
[3][27]-5,3273025420318
[3][28]-4,7854337116607
[3][29]-7,05822941505782
[3][30]-9,63121709768021
[3][31]-9,76728112978104
[3][32]-7,29958135309298
[3][33]-6,54923559621721
[3][34]-5,67646689089262
[3][35]-3,90332517601539
[3][36]-4,59844918996175
[3][37]-6,35856347603088
[3][38]-7,50679179256926
[3][39]-8,70334767774322
[3][40]-6,84246839000902
[3][41]-7,06899161885349
[3][42]-6,93919805893814
[3][43]-4,6524504019844
[3][44]-6,90057602702869
[3][45]-8,26807975672278
[3][46]-8,00569912526747
[3][47]-11,6252333555121
[3][48]-11,218455176004
[3][49]-15,0631100042793
[3][50]-11,7859549794263
[4][0]0,716650445330173
[4][1]-0,645930829918606
[4][2]-8,29763636211769
[4][3]-5,91562467122731
[4][4]-8,14964639534403
[4][5]-11,4274481265044
[4][6]-8,27013551149561
[4][7]-7,27858864340394
[4][8]-6,61162016787076
[4][9]-6,30622225667683
[4][10]-4,07079072644611
[4][11]-5,12197349351583
[4][12]-5,4644584522156
[4][13]-4,34283801620227
[4][14]-4,24922462625082
[4][15]-6,52445730964909
[4][16]-5,89717115516634
[4][17]0,51519132829648
[4][18]4,90145629261933
[4][19]2,4371559910912
[4][20]-1,66245376009066
[4][21]-2,36200744660674
[4][22]-3,12768505173511
[4][23]-1,96340884728383
[4][24]-1,61292041871198
[4][25]-3,09341664370712
[4][26]-3,73326716984945
[4][27]-4,47237800151758
[4][28]-5,4626477488749
[4][29]-7,39181745246866
[4][30]-4,5280341124438
[4][31]-2,43306813006479
[4][32]-6,24457684110912
[4][33]-4,15927122842222
[4][34]-6,43284810864045
[4][35]-11,3172926641649
[4][36]-6,3376732657602
[4][37]-10,2041425898812
[4][38]-9,29496478914381
[4][39]-6,18508145319306
[4][40]-6,91990995436739
[4][41]-7,50189183139246
[4][42]-10,4862809086785
[4][43]-10,0836470086156
[4][44]-7,65456853043623
[4][45]-8,42439169342265
[4][46]-7,76341847252098
[4][47]-8,91871708618421
[4][48]-7,04589797965237
[4][49]-5,8337174158481
[4][50]-9,92973845217905
[5][0]0,224082157731115
[5][1]1,04183972662158
[5][2]2,01025990931674
[5][3]0,247468102091412
[5][4]2,40308788391735
[5][5]-0,423903409460243
[5][6]0,00331212582675322
[5][7]0,704104339862329
[5][8]0,240455837004321
[5][9]-0,354370194969681
[5][10]-0,5479221368416
[5][11]0,0543277910674216
[5][12]-0,491142692033246
[5][13]-0,93119487099209
[5][14]-0,567242153930186
[5][15]0,523447858746897
[5][16]0,0233740505922624
[5][17]1,04139902515786
[5][18]0,475351932849614
[5][19]-0,14263191775371
[5][20]0,0857892663627577
[5][21]4,00670978056708
[5][22]2,49671889470307
[5][23]3,42438670419083
[5][24]2,42321859200995
[5][25]0,785518264714073
[5][26]0,580834867332389
[5][27]1,58745954866514
[5][28]2,37455126277363
[5][29]1,44150088221704
[5][30]-1,14277153152423
[5][31]-1,60193442222785
[5][32]1,55433923208655
[5][33]-2,1418823966375
[5][34]-0,469997663227588
[5][35]1,04438370670984
[5][36]1,75363694487881
[5][37]1,34455017336694
[5][38]1,96394460893986
[5][39]1,0601141935776
[5][40]-0,411563276316101
[5][41]2,49475513287098
[5][42]1,97949862576962
[5][43]1,05237889480767
[5][44]2,35765755198408
[5][45]-0,0910797971275246
[5][46]0,664162045280911
[5][47]0,600800890356613
[5][48]0,0365431984312821
[5][49]-1,61083905376473
[5][50]-1,32916234920832
[6][0]2,03370585587749
[6][1]5,55312536556265
[6][2]3,23792631124298
[6][3]1,52522550397805
[6][4]3,29386036944653
[6][5]2,49860683976524
[6][6]2,15179248407642
[6][7]2,70045542119351
[6][8]3,05314480973793
[6][9]2,20038822410654
[6][10]2,53248176655901
[6][11]3,60481004201848
[6][12]2,37434320364721
[6][13]2,22237224436851
[6][14]3,53874924465973
[6][15]2,16741215952016
[6][16]1,71706332410354
[6][17]-0,71293527172424
[6][18]-2,34025705184373
[6][19]-0,322210805335296
[6][20]-0,572026356939535
[6][21]0,638322094779399
[6][22]0,112409821439916
[6][23]-0,515429077104647
[6][24]-0,0616870333105188
[6][25]-0,612402662950555
[6][26]-0,590218854377378
[6][27]0,678182608735153
[6][28]0,921856547289965
[6][29]2,31509518529934
[6][30]1,58926178168835
[6][31]1,95768775427439
[6][32]2,3729788577599
[6][33]2,1835716972136
[6][34]4,0495444911921
[6][35]3,4796607057957
[6][36]1,50780119536698
[6][37]4,05212325705315
[6][38]4,81179967863672
[6][39]2,82162642454944
[6][40]1,89684107806165
[6][41]4,01011696704952
[6][42]4,78685206408595
[6][43]4,30150479184598
[6][44]5,17893927682936
[6][45]3,26077424456525
[6][46]4,24988071322035
[6][47]3,82920063840475
[6][48]2,55354431502281
[6][49]4,54447541235914
[6][50]4,38826075088721
[7][0]-1,12764188072454
[7][1]-0,515498149748782
[7][2]-2,47286268023073
[7][3]-3,26689485385105
[7][4]-2,77567804836663
[7][5]-1,375904626684
[7][6]-3,47857961439022
[7][7]-3,28316498430951
[7][8]-2,95448031146096
[7][9]-2,63119871040343
[7][10]-2,32535569086303
[7][11]-2,07614213647693
[7][12]-2,66526598603769
[7][13]-2,49352995496537
[7][14]-1,71051897138476
[7][15]-3,3205467131446
[7][16]-2,12196607639683
[7][17]-2,507555221661
[7][18]-3,36168651078968
[7][19]-2,12930423822583
[7][20]-2,04128297059425
[7][21]-4,50795704575607
[7][22]-4,39998563024539
[7][23]-6,48847474766198
[7][24]-4,49072274194908
[7][25]-3,73432164334199
[7][26]-4,79765304693719
[7][27]-4,56487601942762
[7][28]-5,10370518168962
[7][29]-4,58938668777574
[7][30]-3,16768755243868
[7][31]-1,78807514537307
[7][32]-3,15035434388346
[7][33]-1,73932504801571
[7][34]-1,52249759771823
[7][35]-2,50241613171634
[7][36]-3,38961095259756
[7][37]-2,51691233838816
[7][38]-2,50212292782704
[7][39]-1,8694555995324
[7][40]-2,87136859394352
[7][41]-2,81402172300159
