-22,4844268856531
-18,0001424173138
-16,5966264260659
-18,588485245567
-22,1069318583324
-22,8951224938675
-22,6212275508455
-22,6948720087434
-22,449028878686
-20,8866952172453
-22,5866741298726
-22,6273583323246
-22,24226160016
-21,9372301627488
-23,0536926135608
-25,0031684098519
-22,8866800803057
-21,8586878562437
-22,0853959522333
-22,3558480944467
-22,6099323307526
-22,7290048372658
-22,601819018927
-22,9615986103452
-21,038297098544
-14,5712335224323
-14,1734882798641
-19,0759477248801
-19,6471527909395
-20,3143409244864
-18,7885735901255
-19,0818921609911
-17,3610371721637
-17,1488006917222
-16,5354392698252
-11,6513377066417
-11,6287889960729
-8,87854975916551
-8,01186484562757
-9,16566869545804
-7,53872676821781
-6,85240663109885
-6,07792523698625
-7,4774248827962
-7,39963264554151
-8,27998563713949
-7,37953611632302
-8,51626616345097
-9,38976843499333
-9,14478451148734
-9,95964447776849
-9,83552882160516
-9,20272848297111
-8,52143639893852
-9,30946553372529
-7,9101776480899
-7,18037626058252
-7,88345587972514
-9,55837023102709
-9,18626339025576
-7,61685905640126
-10,1550554225663
-10,8228847351803
-12,0112935171671
-13,1979261183333
-12,4363262718942
-11,0193692424639
-10,6740285316037
-11,4528937323325
-10,8902787543783
3,60129253758634
6,41782476460458
7,56088461622336
8,00119277413607
7,07944812224745
9,34621427398161
8,71816243429835
8,4427916157692
8,76169868704302
7,35451475154951
6,80779531871104
7,99379060087954
7,38751786338589
6,83945809950676
6,92241433348254
7,97541236871878
7,10743663053539
7,27930853600858
8,52719901174788
8,68864536990346
7,82727882790848
7,19887029076184
8,50626750491996
7,53670757872424
7,11623779320302
7,72643836847353
6,49207150373258
6,8966521065984
7,58597007963726
6,52975625203159
5,63831658980224
6,67635555635318
7,28241195874185
7,01348200613148
6,31556195609312
-0,829074759959699
0,900802098211006
-0,369483409672927
-0,314153964053611
-1,45672989942625
-0,44826712514428
-2,17318788956656
-2,93972898201717
-2,09343777375006
-2,72828790181331
-3,31757257281477
-3,33478480689389
-2,1899826792944
-1,42913914604013
-1,97731964476495
-1,39518158011925
-2,20550076682422
-2,60865580196388
-1,13221916167004
-0,61501739403044
-2,72722279534484
-3,82093085433073
-1,79486241183459
-1,21709334257325
-1,93876306254533
-1,13680049741291
1,08557791825938
0,869204799649321
2,27467755634148
2,58364432159399
1,15224564541777
0,737321683320348
1,13664448375893
0,606215993506057
-0,569605022345023
1,39690685957736
-1,19283617639391
-1,66577106081815
-0,0809723961661994
-0,857825561631553
-0,991000851747631
-2,08390651759085
-1,5745235140934
-1,91610676572152
-1,75136752442234
-2,00483034160236
-4,05299786134827
-2,18696490211284
-0,450560841325196
-0,874919892253848
-2,02637769541367
-2,64876043894748
-3,76935625359814
-2,53479068319877
-2,172277873672
-2,37065519564053
-2,20236843207069
-1,83021380057563
-1,30021232405992
-2,19841507358412
-2,75346981057762
-0,600380029217029
-0,495438356627763
-0,464944565039905
0,685853882772897
-0,229155196396523
-0,323240962683997
-1,64291875541577
-2,31329299380676
-2,81278538426189
0,144858365111665
4,07284567463726
5,84700291376482
5,3011154242608
6,25447523070429
4,60991324902456
4,41417407176376
5,96018022532695
7,96768694679333
5,67815863787196
6,35976075562182
6,2159536073627
4,75295614672199
4,43714318894889
5,20685362952432
5,62110847228497
5,40595098768631
4,55543578712985
4,93805205675434
6,03027777769817
7,02457559404988
6,37458039655885
4,82769561630213
6,13246800913935
5,08186872501158
4,96583734688212
0,821877051055299
2,5675977574092
1,26359040521558
0,957726233026557
1,33888213019529
1,9160426871459
-0,188726835080841
2,56648956542369
1,7023617290698
-1,534117457236
-3,02461233523659
-3,92311903631228
-1,93969390574033
-3,36944991568649
-3,59315937304839
-2,47751278304401
-2,94239138728799
-2,70876030361183
-2,41135780742396
-2,97607850057352
-2,8517400678379
-1,79613640188067
-0,304617763662005
-1,34551931660493
-0,440465153654982
0,760745751675881
-0,962099620267967
-2,24227148987008
-1,78229435347098
-0,873462243612245
-2,004413635504
-0,419293577136681
-0,636299633385453
-0,864584562460642
-2,9671193478154
-0,766607922572786
-0,337182748210961
0,0131376564255228
-1,72848745742205
-0,875878410918655
-0,986962276755494
-1,22974560410385
-0,0258099310597375
2,30888387157084
3,61266241514088
1,90879421758275
-0,389103050128943
-0,813628586058239
-0,416435517397381
-0,658997961601814
0,51648619513453
-1,14357705286329
-0,195693459002134
0,30471952802646
0,137462667950131
1,17945895866418
1,28982186891031
-0,220267348396299
-0,0654942824375988
0,24510589915272
0,522039119162435
1,76903471587719
1,44719965955901
0,710316403942763
1,77030617430596
1,17492289459241
1,3322115144184
0,984990970879376
1,12351126428737
0,249841589412773
0,482964275540253
1,48739817464593
2,1135012589364
0,339879563155758
3,03311046958446
0,341758068610954
1,33702178074287
1,52170076893159
2,33512397721574
1,59316107845944
1,30766501113491
0,485996024671318
0,593443958138973
1,35773245693529
0,998262386981166
0,614630044405239
-0,380418100789537
-0,0717362812200091
-0,263104133741947
0,93049429249498
1,64880104645736
1,72753435444867
0,441952968269343
1,23655818255043
0,185245695396882
-0,277270938778286
0,926758665099735
1,89671278895735
1,04385511801114
0,781676452285043
0,920707081361386
0,667062372560384
0,458289064462324
0,521484087966376
0,356773664936037
-0,512140040483734
-0,530352472029946
-0,964959261430279
-0,0604446265156153
0,428847221242712
-0,527448142194946
0,827985031598512
-1,03787710186625
-2,19713723572452
-2,17741746582569
-0,251655155170337
1,18419006667211
0,529256100990326
1,55776066260093
1,53595620453489
0,213601898123004
1,06573059822893
0,806227414763259
0,168195859226658
1,17109041418127
0,1659498254158
0,839166907749771
0,64343159668087
1,83649878444178
0,670440306976952
0,361839703651114
0,793498257261126
1,51826239566116
1,4612034722091
-0,0272940484986339
0,743575120444084
1,07790670135853
1,04602108135759
1,10816806821922
0,617790793065059
0,961152005180356
0,545310439751104
-0,686186808262327
1,40686960145539
-0,170159729609896
0,660702968954913
1,55324598762621
1,53874696142934
0,631894696240643
1,37059074359473
1,47527976298375
2,08498432051615
0,0144409486758783
1,69442448686886
1,82858401135077
0,710133891817601
2,8123457294773
1,73509522315828
1,9503778156088
2,79334155019425
0,996023080557131
1,9246477397191
0,6982229225521
2,19378153472961
1,84529881861771
1,60520600360377
2,55165910939292
1,9920670981457
1,51551676007563
1,01622709350372
1,96483400651208
2,7610435117368
2,52318383396875
2,53921142882739
1,90420621675859
2,48079161050297
3,35329302663495
2,36510031871663
4,08839315499484
3,55911869982611
2,74488400805519
3,74734616043673
5,15341216662815
5,26886800279325
-0,16156250186932
0,533643875207511
-0,0480591914365585
-1,11424608956476
-0,328772545987402
-0,815605521942815
-1,75953770191279
-0,0274081499631449
-1,70186500958531
-1,29676873868228
1,09121583400193
0,700810435496851
1,14385145105258
-0,503954715479153
-0,718113976689858
1,32130555620322
0,472501506542065
0,302437484572211
-0,634425008641498
-1,06113360972685
-0,620436285005483
-0,76953242123152
-0,883925155320657
-0,234256051327094
0,163683935805519
-0,694031335191369
-1,67809301422026
-0,579293333331134
-1,21032960491568
0,882887836187106
0,117932372080031
-0,48576604637728
0,0443291837155768
-0,430532118022502
-1,51129569085032
-9,21456115145154
-8,67329471219314
-8,36791740324695
-7,98975530196138
-7,62138087954225
-7,31116900368133
-7,07425910166086
-6,81949259643146
-6,62963042166329
-6,48307397582955
-6,34568450278878
-6,21799889453352
-6,14265476921872
-6,09073247038161
-6,0302783499258
-5,9599467336458
-5,90079521970059
-5,84648499953455
-5,79149593947663
-5,73190792153189
-5,6684652944328
-5,61084889382639
-5,57077763014773
-5,54204198535476
-5,51967118947832
-5,50378146374519
-5,49163970299576
-5,48203401035061
